         1311378 function calls (1282198 primitive calls) in 2.097 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      159    0.001    0.000    0.004    0.000 frontend.py:865(build_Subscript)
      270    0.001    0.000    0.004    0.000 python_message.py:107(__new__)
 2755/601    0.003    0.000    0.004    0.000 sre_parse.py:174(getwidth)
     9834    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        1    0.000    0.000    0.004    0.004 package_exporter.py:1(<module>)
       74    0.001    0.000    0.004    0.000 configparser.py:1317(__init__)
      132    0.000    0.000    0.004    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.004    0.004 dtypes.py:15(<module>)
  262/241    0.002    0.000    0.004    0.000 frontend.py:724(build_Attribute)
     7000    0.002    0.000    0.004    0.000 typing.py:648(_is_dunder)
        1    0.000    0.000    0.004    0.004 __init__.py:17(<module>)
      112    0.002    0.000    0.004    0.000 {built-in method io.open}
      946    0.000    0.000    0.004    0.000 __init__.py:2044(<genexpr>)
       15    0.000    0.000    0.004    0.000 parser.py:260(parse_variable_definitions)
       23    0.000    0.000    0.004    0.000 ast.py:33(parse)
        1    0.000    0.000    0.004    0.004 filter.py:1(<module>)
      148    0.000    0.000    0.004    0.000 __init__.py:2563(__init__)
        1    0.000    0.000    0.004    0.004 env.py:3(<module>)
      642    0.002    0.000    0.004    0.000 lexer.py:419(read_name)
     1803    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:160(__exit__)
        1    0.000    0.000    0.004    0.004 windows_events.py:1(<module>)
        1    0.000    0.000    0.004    0.004 packages.py:1(<module>)
        1    0.000    0.000    0.004    0.004 std.py:1(<module>)
        1    0.000    0.000    0.004    0.004 sharded_spawn.py:14(<module>)
        4    0.000    0.000    0.004    0.001 config.py:1(<module>)
        1    0.000    0.000    0.004    0.004 plistlib.py:1(<module>)
        2    0.000    0.000    0.004    0.002 base.py:5(<module>)
        1    0.000    0.000    0.004    0.004 lightning.py:14(<module>)
     4452    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
      270    0.001    0.000    0.004    0.000 python_message.py:1417(_AddMessageMethods)
     1854    0.000    0.000    0.004    0.000 typing.py:456(<genexpr>)
        1    0.000    0.000    0.004    0.004 sbcsgroupprober.py:29(<module>)
       84    0.000    0.000    0.004    0.000 __init__.py:2763(_get_metadata)
        1    0.000    0.000    0.003    0.003 read_directory_changes.py:20(<module>)
        1    0.000    0.000    0.003    0.003 py3k.py:1(<module>)
       74    0.000    0.000    0.003    0.000 pathlib.py:1252(read_text)
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.003    0.003 certs.py:4(<module>)
      197    0.000    0.000    0.003    0.000 linecache.py:26(getline)
        1    0.000    0.000    0.003    0.003 schema.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pywrap_tensorflow.py:15(<module>)
       84    0.003    0.000    0.003    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
       12    0.000    0.000    0.003    0.000 enum.py:504(_convert_)
        1    0.000    0.000    0.003    0.003 _tensor.py:1(<module>)
      623    0.000    0.000    0.003    0.000 enum.py:334(__call__)
       68    0.000    0.000    0.003    0.000 parser.py:272(parse_variable_definition)
        1    0.000    0.000    0.003    0.003 _pswindows.py:5(<module>)
        1    0.000    0.000    0.003    0.003 sjisprober.py:28(<module>)
        1    0.000    0.000    0.003    0.003 serialization.py:1(<module>)
        1    0.000    0.000    0.003    0.003 monkey.py:63(patch_all)
     3630    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.003    0.003 spec.py:1(<module>)
        1    0.000    0.000    0.003    0.003 monkey.py:130(patch_for_msvc_specialized_compiler)
      148    0.000    0.000    0.003    0.000 __init__.py:1312(safe_version)
      286    0.000    0.000    0.003    0.000 parser.py:330(parse_arguments)
      374    0.000    0.000    0.003    0.000 traceback.py:285(line)
        2    0.000    0.000    0.003    0.002 __init__.py:114(_lazy_call)
        2    0.000    0.000    0.003    0.002 traceback.py:193(format_stack)
      761    0.002    0.000    0.003    0.000 functools.py:35(update_wrapper)
       27    0.000    0.000    0.003    0.000 pyparsing.py:1039(_trim_arity)
        1    0.000    0.000    0.003    0.003 resolver.py:2(<module>)
       25    0.000    0.000    0.003    0.000 pyparsing.py:1250(setParseAction)
     1412    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
        8    0.000    0.000    0.003    0.000 metadata.py:15(<module>)
        3    0.000    0.000    0.003    0.001 stat_scores.py:14(<module>)
       26    0.000    0.000    0.003    0.000 pyparsing.py:1047(extract_stack)
        1    0.000    0.000    0.003    0.003 settings.py:1(<module>)
       76    0.000    0.000    0.003    0.000 __init__.py:1396(has_metadata)
        1    0.000    0.000    0.003    0.003 public.py:2294(RunArtifacts)
      270    0.002    0.000    0.003    0.000 descriptor.py:316(__init__)
        1    0.000    0.000    0.003    0.003 platform.py:3(<module>)
    14278    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
        1    0.000    0.000    0.003    0.003 meta.py:3(<module>)
        3    0.000    0.000    0.003    0.001 __init__.py:2254(declare_namespace)
       74    0.000    0.000    0.003    0.000 pathlib.py:1236(open)
        5    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:913(source_to_code)
     2247    0.001    0.000    0.003    0.000 encoder.py:411(_VarintBytes)
        1    0.000    0.000    0.003    0.003 bz2.py:1(<module>)
     9077    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
       12    0.000    0.000    0.003    0.000 pyparsing.py:4251(__init__)
  237/220    0.001    0.000    0.003    0.000 annotations.py:295(try_ann_to_type)
        1    0.000    0.000    0.003    0.003 models.py:3(<module>)
      290    0.001    0.000    0.003    0.000 overrides.py:93(verify_matching_signatures)
      101    0.000    0.000    0.003    0.000 typing.py:892(__getitem__)
       26    0.002    0.000    0.003    0.000 {method 'readlines' of '_io._IOBase' objects}
    11968    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
    36/11    0.000    0.000    0.003    0.000 pyparsing.py:3743(leaveWhitespace)
        1    0.000    0.000    0.003    0.003 pr_curve.py:1(<module>)
      471    0.000    0.000    0.003    0.000 pyparsing.py:1167(copy)
      137    0.000    0.000    0.003    0.000 parser.py:283(parse_variable)
        1    0.000    0.000    0.003    0.003 case.py:1(<module>)
        1    0.000    0.000    0.003    0.003 frontend.py:1(<module>)
       15    0.000    0.000    0.003    0.000 ntpath.py:625(realpath)
        1    0.000    0.000    0.003    0.003 cmd.py:1(<module>)
        4    0.000    0.000    0.003    0.001 __init__.py:4(<module>)
      497    0.001    0.000    0.003    0.000 copy.py:66(copy)
        1    0.000    0.000    0.003    0.003 step_stats_pb2.py:5(<module>)
        1    0.000    0.000    0.003    0.003 diff.py:199(Diff)
       14    0.000    0.000    0.002    0.000 enum.py:451(_create_)
        1    0.000    0.000    0.002    0.002 subprocess.py:10(<module>)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
       75    0.001    0.000    0.002    0.000 frontend.py:840(build_Compare)
       46    0.000    0.000    0.002    0.000 inspect.py:693(getsourcefile)
    86/55    0.000    0.000    0.002    0.000 frontend.py:792(build_BinOp)
        1    0.000    0.000    0.002    0.002 _argument_parser.py:15(<module>)
      619    0.002    0.000    0.002    0.000 python_message.py:682(_AddPropertiesForNonRepeatedScalarField)
        1    0.000    0.000    0.002    0.002 text_format.py:31(<module>)
      758    0.000    0.000    0.002    0.000 __init__.py:2344(_normalize_cached)
      953    0.000    0.000    0.002    0.000 parser.py:92(skip)
      589    0.001    0.000    0.002    0.000 enum.py:88(__setitem__)
      227    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
      313    0.000    0.000    0.002    0.000 _jit_internal.py:95(<lambda>)
4263/4259    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.002    0.002 introspection.py:1(<module>)
     8289    0.002    0.000    0.002    0.000 sre_parse.py:249(match)
       35    0.000    0.000    0.002    0.000 frontend.py:574(build_AnnAssign)
       69    0.000    0.000    0.002    0.000 parser.py:339(parse_argument)
        1    0.000    0.000    0.002    0.002 dist.py:14(<module>)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
        2    0.000    0.000    0.002    0.001 pack.py:5(<module>)
      360    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.002    0.002 kl.py:1(<module>)
       13    0.000    0.000    0.002    0.000 __init__.py:2327(normalize_path)
        1    0.000    0.000    0.002    0.002 core.py:3(<module>)
      417    0.001    0.000    0.002    0.000 ntpath.py:180(split)
        4    0.000    0.000    0.002    0.001 pyparsing.py:1608(parseString)
      313    0.000    0.000    0.002    0.000 _jit_internal.py:81(parseExpr)
     1799    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:185(cb)
        1    0.000    0.000    0.002    0.002 __init__.py:13(_init_externals)
        1    0.000    0.000    0.002    0.002 definition.py:1(<module>)
       81    0.002    0.000    0.002    0.000 {built-in method nt.open}
    19571    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
       77    0.000    0.000    0.002    0.000 linecache.py:52(checkcache)
        2    0.000    0.000    0.002    0.001 worker.py:1(<module>)
       34    0.002    0.000    0.002    0.000 {built-in method nt._getfinalpathname}
     1010    0.002    0.000    0.002    0.000 descriptor.py:1062(_ToJsonName)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3363(copy)
        2    0.000    0.000    0.002    0.001 version.py:267(Version)
    61/11    0.000    0.000    0.002    0.000 pyparsing.py:3288(leaveWhitespace)
        1    0.000    0.000    0.002    0.002 events.py:1(<module>)
     2405    0.001    0.000    0.002    0.000 typing.py:121(_type_convert)
       97    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
  330/313    0.001    0.000    0.002    0.000 _jit_internal.py:58(parseNestedExpr)
        1    0.000    0.000    0.002    0.002 scimath.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _distributor_init.py:2(<module>)
        1    0.000    0.000    0.002    0.002 transport.py:1(<module>)
        1    0.000    0.000    0.002    0.002 file_pusher.py:2(<module>)
       74    0.000    0.000    0.002    0.000 pathlib.py:1108(_opener)
        1    0.000    0.000    0.002    0.002 tpu_spawn.py:14(<module>)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fun.py:5(<module>)
  126/110    0.000    0.000    0.002    0.000 frontend.py:809(build_UnaryOp)
      582    0.001    0.000    0.002    0.000 typing.py:223(_remove_dups_flatten)
        2    0.000    0.000    0.002    0.001 summary.py:1(<module>)
        1    0.000    0.000    0.002    0.002 public.py:1410(Sweep)
        1    0.000    0.000    0.002    0.002 utils.py:392(get_package_version_without_import)
     5050    0.001    0.000    0.002    0.000 types.py:171(__get__)
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:1(<module>)
     7684    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.002    0.002 chardistribution.py:28(<module>)
       11    0.000    0.000    0.002    0.000 six.py:96(__get__)
     1892    0.002    0.000    0.002    0.000 {built-in method nt._path_splitroot}
      280    0.000    0.000    0.002    0.000 function_base.py:475(add_newdoc)
     3627    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:398(parent)
     1084    0.001    0.000    0.002    0.000 typing.py:182(_collect_type_vars)
       35    0.000    0.000    0.002    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.002    0.002 public.py:3409(ArtifactVersions)
      418    0.000    0.000    0.002    0.000 frontend.py:948(build_Constant)
        7    0.000    0.000    0.002    0.000 six.py:164(_resolve)
       15    0.000    0.000    0.002    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.002    0.002 pickle.py:1(<module>)
     5420    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:878(__exit__)
        1    0.000    0.000    0.002    0.002 _common.py:5(<module>)
      624    0.000    0.000    0.002    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        2    0.000    0.000    0.002    0.001 base.py:6(<module>)
        1    0.000    0.000    0.002    0.002 utils.py:832(_get_contextvars)
       76    0.000    0.000    0.002    0.000 __init__.py:1598(_has)
       12    0.000    0.000    0.002    0.000 pyparsing.py:2653(__init__)
     5226    0.002    0.000    0.002    0.000 inspect.py:936(tokeneater)
        1    0.000    0.000    0.002    0.002 minidom.py:1(<module>)
        1    0.000    0.000    0.002    0.002 coroutines.py:1(<module>)
        1    0.000    0.000    0.002    0.002 redirect.py:1(<module>)
        1    0.000    0.000    0.002    0.002 configparser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _helpers.py:15(<module>)
       75    0.000    0.000    0.002    0.000 frontend.py:842(<listcomp>)
        1    0.000    0.000    0.002    0.002 tree.py:6(<module>)
        1    0.000    0.000    0.002    0.002 rewriter_config_pb2.py:5(<module>)
        2    0.000    0.000    0.002    0.001 resources.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dist.py:1(<module>)
        1    0.000    0.000    0.002    0.002 api.py:3(<module>)
        1    0.000    0.000    0.002    0.002 struct_pb2.py:5(<module>)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.002    0.002 logger_connector.py:14(<module>)
        2    0.000    0.000    0.002    0.001 base.py:2(<module>)
        9    0.000    0.000    0.002    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
        1    0.000    0.000    0.002    0.002 events.py:19(<module>)
        1    0.000    0.000    0.002    0.002 hub.py:99(_init)
        1    0.000    0.000    0.002    0.002 bernoulli.py:1(<module>)
